state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL
AK,2020-04-15,21.185714285714287,15.970437171025072,26.4009914004035,0.014690451206715634,0.004028355423815076,0.02535254698961619
AK,2020-04-16,25.725510204081633,19.98774251183046,31.463277896332805,0.017838405036726127,0.00610813119518743,0.029568678878264823
AK,2020-04-17,22.698979591836736,17.303530185928977,28.094428997744494,0.015739769150052464,0.004709329713660108,0.02677020858644482
AK,2020-04-18,28.074610244988868,21.615910257286252,34.53331023269148,0.0194954128440367,0.008125710442725345,0.030865115245348053
AK,2020-04-19,26.42316258351893,20.15364005531501,32.69268511172285,0.01834862385321101,0.007311943796896573,0.02938530390952545
AK,2020-04-20,25.725510204081633,19.98774251183046,31.463277896332805,0.017838405036726127,0.00610813119518743,0.029568678878264823
AK,2020-04-21,43.617647058823536,36.7585174792522,50.47677663839487,0.029383886255924172,0.013410394332972777,0.04535737817887557
AK,2020-04-22,52.05977229601518,44.588183998212486,59.53136059381788,0.035071090047393366,0.0176713086404312,0.05247087145435553
AK,2020-04-23,25.337688442211054,19.72530627496911,30.950070609453,0.016585365853658537,0.005421191010784216,0.02774954069653286
AK,2020-04-24,25.337688442211054,19.72530627496911,30.950070609453,0.016585365853658537,0.005421191010784216,0.02774954069653286
AK,2020-04-25,7.0703218116805715,3.6441117680120274,10.496531855349117,0.004750593824228029,-0.0005506525181059388,0.010051840166561996
AK,2020-04-26,51.25983313468414,42.173131864955366,60.34653440441292,0.0344418052256532,0.020382293036945366,0.04850131741436104
AK,2020-04-27,71.54170854271356,62.257168153005594,80.82624893242155,0.04682926829268293,0.028360420456298618,0.06529811612906723
AK,2020-04-28,61.10854271356784,52.49697963936903,69.72010578776666,0.04,0.02286984154572607,0.05713015845427393
AK,2020-04-29,53.65628140703518,45.566404650997214,61.74615816307314,0.0351219512195122,0.019029533442107612,0.05121436899691678
AK,2020-04-30,8.942713567839196,5.590318241798198,12.295108893880194,0.005853658536585366,-0.0008149407225325721,0.012522257795703304
AK,2020-05-01,23.53968253968254,18.19945978969524,28.87990528966984,0.015414258188824663,0.004496613868801954,0.02633190250884737
AK,2020-05-02,38.436285097192226,31.083215959990127,45.789354234394324,0.025078369905956112,0.01230479370367613,0.0378519461082361
AK,2020-05-03,11.067164179104477,7.128693915357165,15.00563444285179,0.007223942208462332,0.00022858123404440652,0.014219303182880259
AK,2020-05-04,14.712301587301589,10.47811013896676,18.946493035636415,0.009633911368015413,0.0009774566881218822,0.018290366047908943
AK,2020-05-05,4.763383297644539,2.164825802765494,7.361940792523585,0.003205128205128205,-0.001518013910717677,0.007928270320974087
AK,2020-05-06,14.712301587301589,10.47811013896676,18.946493035636415,0.009633911368015413,0.0009774566881218822,0.018290366047908943
AK,2020-05-07,14.712301587301589,10.47811013896676,18.946493035636415,0.009633911368015413,0.0009774566881218822,0.018290366047908943
AK,2020-05-08,8.827380952380953,5.5412156390892875,12.113546265672618,0.005780346820809248,-0.0009379467311591084,0.012498640372777606
AK,2020-05-09,16.386740331491712,11.45987420381783,21.31360645916559,0.010649627263045794,0.0024342802923951624,0.018864974233696423
AK,2020-05-10,13.10939226519337,8.697928272049333,17.520856258337403,0.008519701810436636,0.0011637667366900797,0.01587563688418319
AK,2020-05-11,17.654761904761905,13.020951752005114,22.288572057518696,0.011560693641618497,0.002087251528285478,0.021034135754951513
AK,2020-05-12,3.17558886509636,1.0527388214775675,5.298438908715152,0.002136752136752137,-0.0017217433810112243,0.005995247654515498
AK,2020-05-13,29.424603174603178,23.46574813952709,35.38345820967926,0.019267822736030827,0.00708543580700397,0.03145020966505768
AK,2020-05-14,14.712301587301589,10.47811013896676,18.946493035636415,0.009633911368015413,0.0009774566881218822,0.018290366047908943
AK,2020-05-15,6.35117773019272,3.3522304378147965,9.350125022570644,0.004273504273504274,-0.0011773869566285636,0.009724395503637111
AK,2020-05-16,18.103763987792473,13.290194410210551,22.917333565374392,0.011846001974333662,0.002503970592767961,0.021188033355899364
AK,2020-05-17,13.051705170517053,8.66579476138803,17.437615579646078,0.008781558726673985,0.001157374708081479,0.016405742745266492
AK,2020-05-18,24.431630971993407,17.044465400419103,31.818796543567714,0.015698587127158554,0.007662900615138019,0.023734273639179092
AK,2020-05-19,43.97693574958814,34.12944367857287,53.82442782060341,0.0282574568288854,0.0175454511961996,0.03896946246157121
AK,2020-05-20,14.491856677524432,9.921101960604442,19.06261139444442,0.009750812567713976,0.0016354200593698635,0.017866205076058086
AK,2020-05-21,8.051031487513573,4.6367454165874795,11.465317558439668,0.005417118093174431,-0.0006449599043096572,0.01147919609065852
AK,2020-05-22,31.299497487437186,25.074072377381892,37.52492259749248,0.02048780487804878,0.008104162366043548,0.032871447390054015
AK,2020-05-23,16.102062975027145,11.286700852443271,20.917425097611023,0.010834236186348862,0.002284542292270394,0.019383930080427332
AK,2020-05-24,26.82814070351759,21.055912438342396,32.600368968692784,0.0175609756097561,0.006078834218613924,0.029043117000898275
AK,2020-05-25,14.491856677524432,9.921101960604442,19.06261139444442,0.009750812567713976,0.0016354200593698635,0.017866205076058086
AK,2020-05-26,23.847236180904524,18.399725584071266,29.294746777737778,0.015609756097560976,0.004773544494504019,0.026445967700617933
AK,2020-05-27,22.35678391959799,17.079641370870213,27.633926468325768,0.014634146341463415,0.00413683159539357,0.02513146108753326
AK,2020-05-28,22.35678391959799,17.079641370870213,27.633926468325768,0.014634146341463415,0.00413683159539357,0.02513146108753326
AK,2020-05-29,29.809045226130653,23.730627566068687,35.88746288619262,0.01951219512195122,0.007420980464290969,0.03160340977961147
AK,2020-05-30,25.337688442211054,19.72530627496911,30.950070609453,0.016585365853658537,0.005421191010784216,0.02774954069653286
AK,2020-05-31,26.82814070351759,21.055912438342396,32.600368968692784,0.0175609756097561,0.006078834218613924,0.029043117000898275
AK,2020-06-01,28.31859296482412,22.391137493464875,34.24604843618337,0.018536585365853658,0.006745665345856754,0.03032750538585056
AK,2020-06-02,28.31859296482412,22.391137493464875,34.24604843618337,0.018536585365853658,0.006745665345856754,0.03032750538585056
AK,2020-06-03,34.28040201005025,27.77176145314006,40.78904256696045,0.0224390243902439,0.009492008488353371,0.035386040292134435
AK,2020-06-04,22.542888165038008,16.857769645742003,28.228006684334005,0.015167930660888408,0.005073980952812054,0.025261880368964762
AK,2020-06-05,34.28040201005025,27.7710397543457,40.78976426575481,0.022222222222222223,0.009398876525647365,0.03504556791879708
AK,2020-06-06,12.881650380021718,8.56974271780777,17.193558042235665,0.00857449088960343,0.0010007381444713153,0.016148243634735545
AK,2020-06-07,28.31859296482412,22.390596697099948,34.246589232548295,0.018357487922705314,0.0066794244745672915,0.030035551370843336
AK,2020-06-08,25.763300760043435,19.691769276961548,31.83483224312532,0.01714898177920686,0.006484495932230978,0.02781346762618274
AK,2020-06-09,49.18492462311558,41.42647226206627,56.943376984164885,0.03188405797101449,0.016600023562120727,0.04716809237990825
AK,2020-06-10,41.732663316582915,34.568293128894034,48.8970335042718,0.02705314009661836,0.012939438630018141,0.04116684156321858
AK,2020-06-11,34.28040201005025,27.770897094335915,40.7899069257646,0.022179363548698167,0.009380468977473314,0.03497825811992302
AK,2020-06-12,23.847236180904527,18.399225803381064,29.295246558427987,0.015429122468659595,0.004717323130966056,0.026140921806353135
AK,2020-06-13,25.33768844221106,19.72475864534716,30.95061823907496,0.01639344262295082,0.005357381104305496,0.027429504141596145
AK,2020-06-14,37.261306532663326,30.481374746710777,44.04123831861587,0.024108003857280617,0.010777399878624538,0.037438607835936694
AK,2020-06-15,41.73266331658292,34.56810103126699,48.89722560189885,0.02700096432015429,0.012914105407525352,0.04108782323278323
AK,2020-06-16,43.22311557788945,35.93535110164653,50.51088005413238,0.027965284474445518,0.01363618719299503,0.042294381755896004
AK,2020-06-17,32.78994974874372,26.420389860357314,39.15950963713013,0.021215043394406944,0.00869130671517683,0.03373878007363706
AK,2020-06-18,35.77085427135679,29.12462364556706,42.41708489714652,0.023143683702989394,0.010075961014866382,0.03621140639111241
AK,2020-06-19,43.22311557788945,35.93535110164653,50.51088005413238,0.027965284474445518,0.01363618719299503,0.042294381755896004
AK,2020-06-20,40.242211055276385,33.20326506694385,47.28115704360893,0.026036644165863067,0.012196770202525268,0.039876518129200865
AK,2020-06-21,34.28040201005025,27.770897094335915,40.7899069257646,0.022179363548698167,0.009380468977473314,0.03497825811992302
AK,2020-06-22,41.73266331658292,34.56810103126699,48.89722560189885,0.02700096432015429,0.012914105407525352,0.04108782323278323
AK,2020-06-23,30.593919652551577,23.988453210969467,37.199386094133686,0.020364415862808145,0.00876208726166096,0.03196674446395533
AK,2020-06-24,17.712269272529863,12.664315196114714,22.76022334894501,0.011789924973204717,0.0029233260015746297,0.020656523944834804
AK,2020-06-25,19.375879396984928,14.457899849864566,24.29385894410529,0.01253616200578592,0.002866501633446185,0.022205822378125656
AK,2020-06-26,25.33768844221106,19.72475864534716,30.95061823907496,0.01639344262295082,0.005357381104305496,0.027429504141596145
AK,2020-06-27,18.27104722792608,13.39178959282499,23.150304863027166,0.011776251226692836,0.0026136087489208766,0.020938893704464796
AK,2020-06-28,19.793634496919918,14.717664357450147,24.86960463638969,0.012757605495583905,0.0032255612597512553,0.022289649731416554
AK,2020-06-29,20.86633165829146,15.765195703007667,25.967467613575252,0.013500482160077145,0.003470702302695014,0.023530262017459277
AK,2020-06-30,41.73266331658292,34.56810103126699,48.89722560189885,0.02700096432015429,0.012914105407525352,0.04108782323278323
AK,2020-07-01,34.28040201005025,27.770897094335915,40.7899069257646,0.022179363548698167,0.009380468977473314,0.03497825811992302
AK,2020-07-02,28.318592964824127,22.39048979526933,34.24669613437892,0.01832208293153327,0.006666332078451754,0.029977833784614785
AK,2020-07-03,29.809045226130657,23.729927720905962,35.88816273135535,0.019286403085824494,0.007333730026521634,0.031239076145127352
AK,2020-07-04,28.318592964824127,22.39048979526933,34.24669613437892,0.01832208293153327,0.006666332078451754,0.029977833784614785
AK,2020-07-05,19.322475570032577,14.05291949557384,24.59203164449131,0.012861736334405145,0.0036058992638896958,0.02211757340492059
AK,2020-07-06,29.809045226130657,23.729927720905962,35.88816273135535,0.019286403085824494,0.007333730026521634,0.031239076145127352
AK,2020-07-07,38.751758793969856,31.840974849968845,45.66254273797087,0.02507232401157184,0.011484440409201746,0.038660207613941934
AK,2020-07-08,42.44276094276094,32.68938517165994,52.19613671386193,0.026729559748427674,0.016482895048436176,0.03697622444841917
AK,2020-07-09,29.959595959595955,21.73209220052151,38.187099718670396,0.018867924528301886,0.010224304686754565,0.027511544369849206
AK,2020-07-10,36.23385689354276,27.097191798016144,45.370521989069374,0.022653721682847898,0.01334451954241483,0.03196292382328097
AK,2020-07-11,31.139107611548557,21.801119061211324,40.47709616188578,0.01904761904761905,0.011360786367473674,0.026734451727764424
AK,2020-07-12,23.354330708661415,15.247790683403885,31.460870733918945,0.014285714285714285,0.007612583723050904,0.020958844848377668
AK,2020-07-13,32.874384236453196,23.394884909314676,42.353883563591715,0.020224719101123594,0.012194346078227619,0.028255092124019568
AK,2020-07-14,40.179802955665025,29.723886414453705,50.635719496876334,0.024719101123595506,0.015861575296064193,0.033576626951126815
AL,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-14,62.10398613518198,46.95363109128395,77.25434117908,0.0058997050147492625,0.0044125719413008,0.007386838088197725
AL,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-19,208.3372093023256,180.31421481366743,236.36020379098375,0.014084507042253521,0.012180892806542332,0.01598812127796471
AL,2020-03-20,208.3372093023256,180.31421481366743,236.36020379098375,0.014084507042253521,0.012180892806542332,0.01598812127796471
AL,2020-03-21,416.6744186046512,377.32801300091353,456.0208242083888,0.028169014084507043,0.0254961955939044,0.030841832575109685
AL,2020-03-22,625.0116279069767,577.1727917853965,672.850464028557,0.04225352112676056,0.03900380812775353,0.045503234125767594
AL,2020-03-23,625.0116279069767,577.1727917853965,672.850464028557,0.04225352112676056,0.03900380812775353,0.045503234125767594
AL,2020-03-24,833.3488372093024,778.5169847628266,888.1806896557781,0.056338028169014086,0.05261327652158496,0.06006277981644321
AL,2020-03-25,416.6744186046512,377.32801300091353,456.0208242083888,0.028169014084507043,0.0254961955939044,0.030841832575109685
AL,2020-03-26,625.0116279069767,577.1727917853965,672.850464028557,0.04225352112676056,0.03900380812775353,0.045503234125767594
AL,2020-03-27,805.5030376670718,752.8389934557624,858.1670818783813,0.060556464811783964,0.0564066460292719,0.06470628359429603
AL,2020-03-28,696.6512758201701,647.4663236967709,745.8362279435693,0.052545155993431854,0.04865675454762956,0.056433557439234144
AL,2020-03-29,809.8079096045198,757.4581078726111,862.1577113364285,0.06357615894039735,0.05920734198083875,0.06794497589995596
AL,2020-03-30,718.1307692307693,670.7176884485929,765.5438500129457,0.05484764542936288,0.050647408625294,0.059047882233431756
AL,2020-03-31,803.8870096311957,757.0675649592024,850.706454303189,0.06897797038642109,0.06370863000663919,0.07424731076620299
AL,2020-04-01,797.3194645441389,752.8497976320044,841.7891314562734,0.06628940986257073,0.06094247733801722,0.07163634238712424
AL,2020-04-02,734.0240276577356,691.6554691210362,776.392586194435,0.059848484848484845,0.054746731427054794,0.0649502382699149
AL,2020-04-03,826.5238174828683,782.0967635547293,870.950871411007,0.06673114119922631,0.06134596454638052,0.07211631785207209
AL,2020-04-04,1085.2503858024693,1033.2582300817874,1137.242541523151,0.08763605916829473,0.0817282661624163,0.09354385217417316
AL,2020-04-05,915.8960262345678,867.7753737849089,964.0166786842268,0.07393973214285714,0.06847337805670532,0.07940608622900895
AL,2020-04-06,936.4179434797411,889.1176738040967,983.7182131553855,0.0747140423460696,0.0690993400832315,0.0803287446089077
AL,2020-04-07,902.6196473551638,860.2082593220014,945.0310353883261,0.06843455945252352,0.06266000473487122,0.07420911417017582
AL,2020-04-08,985.6986642517547,943.4916963837463,1027.9056321197631,0.072,0.0659185314992846,0.07808146850071539
AL,2020-04-09,924.8530676930043,883.8667074434732,965.8394279425355,0.0673261479403514,0.061440607365189144,0.07321168851551366
AL,2020-04-10,872.6861094407698,831.636621896351,913.7355969851883,0.062116564417177916,0.05666450354585125,0.06756862528850457
AL,2020-04-11,911.7162305048903,868.2741236672607,955.1583373425199,0.06731946144430845,0.06176713731426974,0.07287178557434715
AL,2020-04-12,947.9259308866863,903.4762138380277,992.3756479353449,0.06983734087694483,0.06422311685885101,0.07545156489503865
AL,2020-04-13,840.9368253074252,805.8648170751089,876.0088335397415,0.060849458439819884,0.05458990373959351,0.06710901314004626
AL,2020-04-14,899.038078291815,864.3544033588973,933.7217532247327,0.06536099200370843,0.05859471811774389,0.07212726588967297
AL,2020-04-15,799.7485304922851,766.0477365318914,833.4493244526789,0.057706008074091666,0.05150760999608186,0.06390440615210147
AL,2020-04-16,732.0547445255474,700.5435483460619,763.565940705033,0.053396928804094926,0.04723479050522926,0.05955906710296059
AL,2020-04-17,724.3981929360227,692.4045785247379,756.3918073473073,0.053123875764480154,0.04708394786192894,0.05916380366703137
AL,2020-04-18,723.7482950372469,688.6275640211005,758.8690260533932,0.05215388783527499,0.046746679318085085,0.0575610963524649
AL,2020-04-19,786.5165942105821,749.7852110463325,823.2479773748317,0.057206024595827,0.051565319077229416,0.06284673011442458
AL,2020-04-20,816.9725223309231,785.1006833300983,848.8443613317477,0.058894626964069885,0.05221397345019467,0.0655752804779451
AL,2020-04-21,710.8986961823468,678.4953480699168,743.302044294777,0.05064655172413793,0.04494622078143716,0.056346882666838696
AL,2020-04-22,807.1926977687626,769.892312063399,844.4930834741263,0.05976490582070528,0.05397753224984052,0.06555227939157005
AL,2020-04-23,751.6746299965039,713.9662669399381,789.3829930530696,0.054987016954330226,0.04969315761314714,0.06028087629551331
AL,2020-04-24,679.954323372344,644.4331808682283,715.4754658764597,0.05061372935293226,0.04541692338304343,0.0558105353228211
AL,2020-04-25,755.927587040619,717.5237096651208,794.3314644161171,0.056545690213869085,0.05120917870114736,0.061882201726590806
AL,2020-04-26,760.2595502901354,721.7728925133961,798.7462080668747,0.05787304204451772,0.052430676772681845,0.0633154073163536
AL,2020-04-27,753.7896440129449,717.5048814315,790.0744065943898,0.057923659587108274,0.05214629271986488,0.06370102645435166
AL,2020-04-28,724.7977346278317,689.1455546157127,760.4499146399507,0.054104746789785024,0.048590268046485426,0.05961922553308462
AL,2020-04-29,734.4784730506453,698.4873639458772,770.4695821554135,0.054100472305710606,0.048638330413350986,0.05956261419807023
AL,2020-04-30,803.0426642460002,764.6335514154221,841.4517770765785,0.05886736214605067,0.053326169146332786,0.06440855514576856
AL,2020-05-01,842.4727440359571,802.8947148556334,882.0507732162807,0.061501356647573106,0.05589892813752209,0.06710378515762412
AL,2020-05-02,846.2727155727155,804.7125735578101,887.832857587621,0.06187826673410892,0.05651249173890039,0.06724404172931744
AL,2020-05-03,807.3893845455921,764.5421520223316,850.2366170688525,0.06182572614107884,0.05662526192989517,0.06702619035226251
AL,2020-05-04,788.8667068757538,749.6836043302555,828.0498094212522,0.05712050078247261,0.051840165235227324,0.0624008363297179
AL,2020-05-05,832.0922798552473,791.9148190965902,872.2697406139043,0.06015625,0.054750374115617756,0.06556212588438225
AL,2020-05-06,769.0856184195302,731.0966103470626,807.0746264919978,0.056314511232544016,0.05094046021732847,0.061688562247759565
AL,2020-05-07,776.5508645856726,738.9379252309709,814.163803940374,0.05705838876570584,0.05156324354666179,0.06255353398474989
AL,2020-05-08,763.3278106508876,725.0765541526146,801.5790671491607,0.05567584287039901,0.05039559466991828,0.060956091070879743
AL,2020-05-09,781.591019572726,741.6560836046154,821.5259555408368,0.05776723699813654,0.05253124532310771,0.06300322867316537
AL,2020-05-10,804.5115773314571,764.0334915348051,844.9896631281093,0.059541984732824425,0.0542275767066833,0.06485639275896556
AL,2020-05-11,756.7428571428571,719.4919914153488,793.9937228703654,0.0562575210589651,0.05078219650614714,0.06173284561178306
AL,2020-05-12,779.0886738759249,741.1738047372232,817.0035430146265,0.05763427881713941,0.05213123558519349,0.06313732204908533
AL,2020-05-13,783.167672168469,745.1585326430919,821.176811693846,0.057874905802562174,0.05236400017807256,0.06338581142705178
AL,2020-05-14,724.0221969265795,687.3924203342577,760.6519735189011,0.05353641984617705,0.04822230293166427,0.058850536760689826
AL,2020-05-15,751.2368972746331,713.5590719941338,788.9147225551324,0.05546140810352796,0.05012023180116012,0.0608025844058958
AL,2020-05-16,739.4609074596258,700.5378418797297,778.3839730395218,0.055316955849510394,0.05015933399381857,0.06047457770520222
AL,2020-05-17,762.872265625,723.1272422552108,802.6172889947893,0.05660377358490566,0.05144235708430669,0.061765190085504636
AL,2020-05-18,795.8357014925373,756.6707695440584,835.0006334410161,0.05792587978822797,0.05257318502473208,0.06327857455172387
AL,2020-05-19,751.7768817204301,714.0141207318868,789.5396427089735,0.05491815817653358,0.049638159842447356,0.060198156510619806
AL,2020-05-20,775.5817125237191,737.0164484994878,814.1469765479505,0.05706691682301438,0.05170671531574131,0.062427118330287454
AL,2020-05-21,821.3084600208889,782.0773545040906,860.5395655376872,0.06022259490776033,0.05468060079578335,0.06576458901973731
AL,2020-05-22,815.753951403633,776.3489883454686,855.1589144617972,0.05947611710323575,0.054022637991196464,0.06492959621527503
AL,2020-05-23,825.7566988210074,784.0609900362779,867.4524076057371,0.060616740088105726,0.055370403195689505,0.06586307698052195
AL,2020-05-24,813.754421221865,772.3401994871006,855.1686429566294,0.05958867990859554,0.054390584446387724,0.06478677537080335
AL,2020-05-25,816.9194708451066,776.0696623902116,857.7692793000015,0.05962378233120591,0.05435095829733262,0.0648966063650792
AL,2020-05-26,895.3245747800586,854.2805475618333,936.368601998284,0.06563944530046224,0.05989905299144255,0.07137983760948194
AL,2020-05-27,890.2726418418889,849.2997785882644,931.2455050955134,0.06478786950528412,0.059106936619356905,0.07046880239121132
AL,2020-05-28,896.5866322095619,855.4876789109703,937.6855855081535,0.06564956079519187,0.059916018768028816,0.07138310282235491
AL,2020-05-29,845.6773511799929,805.6882049663113,885.6664973936747,0.06177962194559705,0.05621135408509451,0.0673478898060996
AL,2020-05-30,822.6705819540844,781.1039293919093,864.2372345162593,0.060403863037752414,0.055158530479286774,0.06564919559621805
AL,2020-05-31,827.0113741568575,785.4788709712054,868.5438773425095,0.060653458463677444,0.055383521192191365,0.06592339573516352
AL,2020-06-01,819.7590180938112,780.6933242757879,858.8247119118347,0.06030685097979645,0.05473410415554513,0.06587959780404777
AL,2020-06-02,888.1598355700642,846.7030111891206,929.6166599510076,0.06436420722135008,0.05878378110293099,0.06994463333976918
AL,2020-06-03,969.6616915422885,926.4148038609683,1012.9085792236087,0.0702915681639086,0.06448650049822671,0.07609663582959048
AL,2020-06-04,899.7299543485894,858.5845247952128,940.8753839019662,0.06382029157988695,0.05824190574100398,0.06939867741876991
AL,2020-06-05,899.7759090370721,858.3939026160442,941.1579154580999,0.06306708314740443,0.057581638444995115,0.06855252784981375
AL,2020-06-06,867.0653114754099,824.6936082369543,909.4370147138656,0.06167474511114825,0.05642791515341492,0.06692157506888159
AL,2020-06-07,890.5630163934426,847.655160975678,933.4708718112073,0.06316666666666666,0.05786849984517982,0.0684648334881535
AL,2020-06-08,963.8347742555236,920.843474344998,1006.8260741660491,0.0673076923076923,0.06169805656636096,0.07291732804902365
AL,2020-06-09,1003.6270840830034,959.847782918964,1047.4063852470429,0.07027840481565087,0.06454492705984538,0.07601188257145636
AL,2020-06-10,957.021502916619,915.1333855111662,998.9096203220718,0.0679173938336242,0.062111665411826125,0.07372312225542228
AL,2020-06-11,891.4440123527394,850.9129169834318,931.9751077220469,0.06313497822931785,0.057528748868214734,0.06874120759042096
AL,2020-06-12,919.0889226454779,877.5690796422432,960.6087656487126,0.06528851873884592,0.059642129247055045,0.07093490823063679
AL,2020-06-13,880.24772550039,837.7129983205348,922.782452680245,0.06231454005934718,0.05703720016075081,0.06759187995794355
AL,2020-06-14,908.1920977384974,865.0370111288628,951.3471843481323,0.06446280991735537,0.05909434104794439,0.06983127878676634
AL,2020-06-15,922.1834610545579,881.0107504997113,963.3561716094048,0.06546406750072738,0.059755834736854765,0.07117230026459999
AL,2020-06-16,1002.1060276792864,959.3188625652272,1044.8931927933456,0.07123088128186453,0.06529104172782195,0.0771707208359071
AL,2020-06-17,1008.2539174196501,965.3443557396844,1051.1634790996159,0.07160529762771067,0.06565366833930578,0.07755692691611557
AL,2020-06-18,971.3906681060332,928.2653431587164,1014.51599305335,0.06790865384615384,0.06227015676932078,0.0735471509229869
AL,2020-06-19,927.0401353965184,884.6983309988789,969.3819397941579,0.06482883974553166,0.05932834017218539,0.07032933931887794
AL,2020-06-20,955.8872536136662,911.5111103275982,1000.2633968997343,0.06779095007513775,0.06232019057987122,0.07326170957040427
AL,2020-06-21,939.4064388961892,895.3866795688,983.4261982235784,0.0666110183639399,0.061185100414253506,0.07203693631362629
AL,2020-06-22,978.3678750569995,936.1203970798837,1020.6153530341154,0.06960185992444057,0.06371340936284113,0.07549031048604
AL,2020-06-23,899.6411986732244,858.9390122468938,940.343385099555,0.06381741532199448,0.058178518186514754,0.0694563124574742
AL,2020-06-24,936.7155004021602,895.1606337563694,978.2703670479507,0.0668724279835391,0.06110372254471418,0.072641133422364
AL,2020-06-25,977.8898081121453,935.4990977094204,1020.2805185148701,0.06984267019555948,0.06395533591625202,0.07573000447486694
AL,2020-06-26,990.2421004251407,947.6047338425153,1032.8794670077662,0.0707248933980297,0.0648033028543347,0.07664648394172471
AL,2020-06-27,1031.262310231023,985.2316120574417,1077.2930084046045,0.07343776318005726,0.06775893646218187,0.07911658989793266
AL,2020-06-28,1090.3943234323433,1043.165331142061,1137.6233157226256,0.07746597210552848,0.07165301882152175,0.08327892538953521
AL,2020-06-29,1076.120577863724,1032.047074724252,1120.1940810031965,0.07749889916336415,0.07126733604837492,0.08373046227835339
AL,2020-06-30,1163.7591855306564,1118.0807520501235,1209.437619011189,0.08371206567951914,0.07726115590536407,0.0901629754536742
AL,2020-07-01,1182.8699029126215,1134.342509347045,1231.3972964781976,0.0889741800418702,0.08255736003940536,0.09539100004433504
